3 3 1.0794E-03 -5.5250E-01 0.0000E+00 7.1450E-01 4.2096E+00 5.0000E+00 3.4160E+00 3.0000E+01 5.0000E+00
4 3 2.7889E-03 -7.7202E-01 0.0000E+00 0.0000E+00 1.0000E+00 1.0000E+00 0.0000E+00 1.0000E+00 1.0000E+00
5 3 2.5321E-03 -8.3530E-01 0.0000E+00 4.2580E-01 5.6016E+00 5.0000E+00 2.5916E+00 3.0000E+01 5.0000E+00
6 3 5.6065E-04 7.5771E-01 2.9351E-02 0.0000E+00 1.0000E+00 1.0000E+00 0.0000E+00 1.0000E+00 1.0000E+00
3 4 4.8113E-01 -5.4280E-01 0.0000E+00 3.4603E+00 7.5676E+00 5.0000E+00 5.1374E+00 1.6426E+01 5.0000E+00
5 4 4.4611E-03 -8.8915E-01 0.0000E+00 2.6891E+00 1.5000E+01 5.0000E+00 1.8997E+00 5.2159E+00 3.2271E+00
6 4 3.7221E-05 -9.0000E-01 0.0000E+00 5.3623E-01 1.5000E+01 5.0000E+00 1.2651E-01 6.5158E+00 1.4994E+00
7 4 1.0514E-03 -9.0000E-01 0.0000E+00 1.4314E+00 9.4205E+00 5.0000E+00 4.4088E-01 6.5049E+00 5.9284E-01
8 4 2.0000E-10 5.3390E-22 5.5277E-01 0.0000E+00 1.0000E+00 1.0000E+00 0.0000E+00 1.0000E+00 1.0000E+00
3 5 1.5558E-01 -5.2267E-01 0.0000E+00 6.2040E+00 1.5000E+01 1.0000E+01 0.0000E+00 1.0000E+00 1.0000E+00
5 5 9.4411E-02 -5.8148E-01 0.0000E+00 4.3745E+00 1.5000E+01 1.0000E+01 0.0000E+00 1.0000E+00 1.0000E+00
6 5 5.8183E-03 -7.9228E-01 0.0000E+00 2.3767E-01 1.5000E+01 5.0000E+00 1.2020E+00 2.9543E+01 5.0000E+00
7 5 4.5420E-03 -8.7840E-01 0.0000E+00 6.3039E-01 5.0000E-02 5.0000E+00 2.4650E+00 2.5803E+01 5.0000E+00
8 5 1.6018E-04 -9.0000E-01 0.0000E+00 8.9624E-02 1.5000E+01 5.0000E+00 6.3702E-01 2.9435E+01 5.0000E+00
9 5 1.2369E-03 -9.0000E-01 0.0000E+00 7.5707E-02 2.4063E+00 1.0377E+00 9.9188E-01 2.5283E+01 5.0000E+00
3 6 9.7798E-01 -5.2275E-01 0.0000E+00 4.0605E+00 8.5136E+00 4.5345E+00 4.8732E+00 1.3634E+01 5.0000E+00
4 6 1.5022E-01 -5.3539E-01 0.0000E+00 4.8706E+00 1.5000E+01 1.0000E+01 0.0000E+00 1.0000E+00 1.0000E+00
5 6 2.0920E-01 -5.3655E-01 0.0000E+00 2.1284E+00 7.1117E+00 4.0848E+00 2.5425E+00 1.3829E+01 5.0000E+00
6 6 4.4082E-03 -8.5482E-01 0.0000E+00 3.4300E+00 1.5000E+01 1.0000E+01 0.0000E+00 1.0000E+00 1.0000E+00
7 6 1.8140E-02 -9.0000E-01 0.0000E+00 7.1047E+00 5.0000E-02 1.0000E+01 0.0000E+00 1.0000E+00 1.0000E+00
8 6 2.6437E-04 -9.0000E-01 0.0000E+00 3.0006E-01 6.4615E+00 5.0000E+00 3.1908E+00 2.9118E+01 5.0000E+00
9 6 2.7668E-03 -8.7646E-01 0.0000E+00 1.9837E+00 1.5000E+01 5.0000E+00 6.3886E-01 3.8791E+00 9.5191E-01
10 6 1.5811E-04 -8.6401E-01 0.0000E+00 2.4907E-01 1.5000E+01 1.0000E+01 0.0000E+00 1.0000E+00 1.0000E+00
11 6 2.2857E-03 -8.7617E-01 0.0000E+00 3.3467E-01 3.2271E+00 7.6968E-01 2.5056E+00 2.2658E+01 5.0000E+00
12 6 4.6802E-05 -9.0000E-01 0.0000E+00 4.4023E-02 3.7637E+00 5.7043E-01 6.7681E-01 2.5690E+01 5.0000E+00
4 7 1.4099E-02 -5.2427E-01 0.0000E+00 1.8153E+00 1.5000E+01 1.0000E+01 0.0000E+00 1.0000E+00 1.0000E+00
5 7 3.4909E-01 -5.2353E-01 0.0000E+00 2.2925E+00 7.7893E+00 5.0000E+00 2.7155E+00 1.3817E+01 5.0000E+00
6 7 1.0391E-02 -6.4620E-01 0.0000E+00 4.6437E-01 1.5000E+01 5.0000E+00 2.0206E+00 1.9941E+01 5.0000E+00
7 7 4.6730E-02 -9.0000E-01 0.0000E+00 7.8346E+00 1.5000E+01 1.0000E+01 0.0000E+00 1.0000E+00 1.0000E+00
8 7 2.2655E-03 -9.0000E-01 0.0000E+00 1.0590E+00 1.5000E+01 1.0000E+01 0.0000E+00 1.0000E+00 1.0000E+00
9 7 3.3998E-02 -7.7273E-01 0.0000E+00 1.0395E+00 1.5000E+01 5.0000E+00 3.0184E+00 2.3385E+01 5.0000E+00
10 7 4.9024E-03 -8.4562E-01 0.0000E+00 6.9353E-02 5.0000E-02 5.0000E+00 8.8880E-01 2.4994E+01 5.0000E+00
11 7 3.8091E-02 -7.0493E-01 0.0000E+00 7.4437E-01 1.5000E+01 5.0000E+00 2.4687E+00 2.2825E+01 5.0000E+00
12 7 4.1373E-03 -7.3181E-01 0.0000E+00 5.6215E-02 1.5000E+01 5.0000E+00 5.1214E-01 2.4717E+01 5.0000E+00
13 7 1.3641E-02 -8.2157E-01 0.0000E+00 1.2083E-01 5.0000E-02 5.0000E+00 2.2386E+00 2.2191E+01 5.0000E+00
14 7 1.7389E-03 -7.5729E-01 0.0000E+00 3.4083E-02 1.5000E+01 5.0000E+00 3.1931E-01 2.5039E+01 5.0000E+00
5 8 6.8153E-01 -5.1589E-01 0.0000E+00 3.2717E+00 5.3409E+00 5.0000E+00 2.9700E+00 1.1224E+01 5.0000E+00
6 8 8.5242E-02 -5.2189E-01 0.0000E+00 7.3008E+00 1.5000E+01 1.0000E+01 0.0000E+00 1.0000E+00 1.0000E+00
7 8 2.2373E-01 -5.2153E-01 0.0000E+00 8.6262E+00 7.9555E+00 5.0000E+00 1.0115E+01 1.3744E+01 5.0000E+00
8 8 2.5062E-03 -8.1253E-01 0.0000E+00 1.7332E-01 5.0000E-02 5.0000E+00 6.4728E+00 2.1922E+01 5.0000E+00
9 8 3.6975E-02 -7.4536E-01 0.0000E+00 5.7754E+00 1.4751E+01 5.0000E+00 7.0200E+00 2.0370E+01 5.0000E+00
10 8 3.8872E-03 -8.6308E-01 0.0000E+00 3.3676E-01 5.0000E-02 5.0000E+00 4.5006E+00 2.1458E+01 5.0000E+00
11 8 4.0480E-02 -7.4729E-01 0.0000E+00 1.1892E+01 1.5000E+01 1.0000E+01 0.0000E+00 1.0000E+00 1.0000E+00
12 8 1.4503E-02 -6.5388E-01 0.0000E+00 6.5241E-02 5.0000E-02 5.0000E+00 4.3393E+00 2.1279E+01 5.0000E+00
13 8 4.5037E-02 -6.0932E-01 0.0000E+00 1.0457E+01 1.5000E+01 1.0000E+01 0.0000E+00 1.0000E+00 1.0000E+00
14 8 1.4516E-03 -8.3025E-01 0.0000E+00 2.1983E-02 5.0000E-02 5.0000E+00 1.3890E+00 1.1272E+01 5.0000E+00
5 9 6.2884E-02 -5.1062E-01 0.0000E+00 5.4569E-01 3.1456E+00 5.0000E+00 2.7117E-01 7.6011E+00 5.0000E+00
7 9 1.0380E-01 -4.9366E-01 0.0000E+00 3.1685E+00 6.3969E+00 5.0000E+00 3.6881E+00 1.0937E+01 5.0000E+00
8 9 2.9514E-03 -4.9022E-01 0.0000E+00 1.6619E+00 1.4931E+01 5.0000E+00 1.3249E+00 1.9776E+01 5.0000E+00
9 9 4.3050E-02 -5.1198E-01 0.0000E+00 2.2378E+00 1.2317E+01 5.0000E+00 2.3441E+00 1.7637E+01 5.0000E+00
10 9 7.2515E-02 -7.3850E-01 0.0000E+00 1.8498E+00 1.5000E+01 5.0000E+00 3.1639E+00 2.1487E+01 5.0000E+00
11 9 1.2088E-01 -7.8302E-01 0.0000E+00 4.1516E+00 1.4796E+01 5.0000E+00 4.7107E+00 2.0862E+01 5.0000E+00
12 9 1.6611E-02 -8.0628E-01 0.0000E+00 1.4684E+00 1.5000E+01 5.0000E+00 2.4959E+00 2.1784E+01 5.0000E+00
13 9 3.9315E-02 -7.4821E-01 0.0000E+00 3.4570E+00 1.4321E+01 5.0000E+00 4.5812E+00 2.0456E+01 5.0000E+00
14 9 1.9438E-03 -8.9750E-01 0.0000E+00 6.3577E-01 1.2389E+01 5.0000E+00 1.9425E+00 2.1139E+01 5.0000E+00
15 9 5.6066E-03 -7.9642E-01 0.0000E+00 2.4049E+00 1.5000E+01 5.0000E+00 4.0353E+00 2.2027E+01 5.0000E+00
16 9 1.3175E-05 -9.0000E-01 0.0000E+00 0.0000E+00 1.0000E+00 1.0000E+00 0.0000E+00 1.0000E+00 1.0000E+00
17 9 2.0542E-04 -9.0000E-01 0.0000E+00 1.3435E+00 1.5000E+01 5.0000E+00 2.3883E+00 2.1730E+01 5.0000E+00
5 10 8.9498E-02 -5.0651E-01 0.0000E+00 9.2565E-01 2.3357E+00 5.0000E+00 3.8517E-01 6.7996E+00 5.0000E+00
6 10 5.6414E-02 -2.8508E-01 0.0000E+00 2.6407E-01 9.0687E+00 3.4093E+00 4.3414E-01 1.2882E+01 4.6860E+00
7 10 1.7665E-01 -5.0418E-01 0.0000E+00 4.2130E+00 3.4402E+00 5.0000E+00 3.9954E+00 7.8516E+00 5.0000E+00
8 10 7.1342E-03 -5.0923E-01 0.0000E+00 7.0051E+00 1.2976E+01 9.8730E+00 0.0000E+00 1.0000E+00 1.0000E+00
9 10 1.4744E-01 -5.0100E-01 0.0000E+00 6.0924E+00 3.9525E+00 5.0000E+00 8.7481E+00 1.0132E+01 5.0000E+00
10 10 6.4528E-02 -6.6036E-01 0.0000E+00 4.3306E+00 1.4910E+01 5.0000E+00 4.7355E+00 2.2058E+01 5.0000E+00
11 10 2.5205E-01 -7.2933E-01 0.0000E+00 1.7283E+01 1.5000E+01 1.0000E+01 0.0000E+00 1.0000E+00 1.0000E+00
12 10 1.7958E-02 -7.4700E-01 0.0000E+00 2.0265E-01 5.0000E-02 5.0000E+00 4.6108E+00 1.8794E+01 5.0000E+00
13 10 7.6216E-02 -7.3493E-01 0.0000E+00 1.3644E+01 1.5000E+01 1.0000E+01 0.0000E+00 1.0000E+00 1.0000E+00
14 10 6.1045E-03 -8.0620E-01 0.0000E+00 8.1651E-02 5.0000E-02 5.0000E+00 5.5996E+00 2.0795E+01 5.0000E+00
15 10 9.2274E-03 -8.3347E-01 0.0000E+00 3.0194E+00 5.0000E-02 1.0000E+01 0.0000E+00 1.0000E+00 1.0000E+00
